Date,PEP,KO,Spread,Z_Score,Signal
2020-04-13,107.63998413085938,38.8626823425293,2.396068397959496,1.3488938048492254,0
2020-04-14,113.81599426269531,40.510589599609375,5.6415050413172025,1.9929533796013252,0
2020-04-15,111.04459381103516,39.42578887939453,4.799271548103931,1.6428208635714554,0
2020-04-16,111.54622650146484,39.003448486328125,6.0519777918032105,1.779654219445842,0
2020-04-17,113.11698913574219,39.79842758178711,6.208980852514145,1.6643576220074103,0
2020-04-20,110.64986419677734,38.53142547607422,5.995042653819766,1.4888482746574008,0
2020-04-21,107.68109893798828,37.579132080078125,4.719798536811467,1.1255281458503847,0
2020-04-22,109.06266784667969,37.827552795410156,5.659585810515225,1.241015364611535,0
2020-04-23,107.12187957763672,37.322418212890625,4.6171090267121855,0.9503699191591582,0
2020-04-24,110.49361419677734,37.62053298950195,7.458688045707703,1.5338535256688204,0
2020-04-27,110.57584381103516,38.738468170166016,5.552825679536767,1.0193065820818163,0
2020-04-28,112.10546875,38.70534133911133,7.141362072668144,1.3808353930703376,0
2020-04-29,109.67123413085938,39.020023345947266,4.147509342391473,0.5792090594513374,0
2020-04-30,108.7912826538086,38.0014533996582,5.078942618900513,0.7609913261736709,0
2020-05-01,107.023193359375,37.76130294799805,3.7379274476359257,0.3761235793615332,0
2020-05-04,107.66465759277344,37.38037872314453,5.056812348780468,0.6873946908819168,0
2020-05-05,108.28144073486328,37.595699310302734,5.290677822695542,0.7168338411929861,0
2020-05-06,107.54952239990234,37.05742263793945,5.516009562771714,0.7345683635980873,0
2020-05-07,108.18274688720703,36.93321228027344,6.370124867570226,1.00682747918826,0
2020-05-08,110.38668060302734,38.18364334106445,6.350341138018678,0.9667474804554789,0
2020-05-11,110.51002502441406,37.711612701416016,7.313126293924782,1.273605410391601,0
2020-05-12,109.32585144042969,37.11539077758789,7.189250342415306,1.1489550308021212,0
2020-05-13,109.34228515625,36.386661529541016,8.501627507376625,1.7160283282567343,0
